No errors
No warnings
531 ms
data source=metars
4855 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KFFX 021818Z AUTO 23010KT 10SM CLR 05/M16 A3005 RMK AO2 T00531156,KFFX,2018-04-02T18:18:00Z,43.43,-86.0,5.3,-15.6,230,10,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,236.0
KATW 021818Z 17010KT 10SM SCT070 BKN120 02/M11 A3000,KATW,2018-04-02T18:18:00Z,44.27,-88.52,2.0,-11.0,170,10,,10.0,30.0,,,,,,,,,,,SCT,7000,BKN,12000,,,,,VFR,,,,,,,,,,,,SPECI,280.0
KRIV 021818Z 00000KT 10SM OVC015 12/10 A2989 RMK AO2A SLP120,KRIV,2018-04-02T18:18:00Z,33.87,-117.27,12.0,10.0,0,0,,10.0,29.890747,1012.0,,,TRUE,,,,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,SPECI,469.0
KLAW 021818Z 19009KT 10SM FEW012 OVC023 06/02 A2985 RMK AO2 T00560022,KLAW,2018-04-02T18:18:00Z,34.55,-98.42,5.6,2.2,190,9,,10.0,29.84941,,,,TRUE,,,,,,,FEW,1200,OVC,2300,,,,,MVFR,,,,,,,,,,,,SPECI,337.0
KFSD 021818Z 16015G30KT 10SM BKN027 BKN044 02/M04 A2970 RMK AO2 PK WND 15030/1805 T00221044,KFSD,2018-04-02T18:18:00Z,43.58,-96.75,2.2,-4.4,160,15,30,10.0,29.698818,,,,TRUE,,,,,,,BKN,2700,BKN,4400,,,,,MVFR,,,,,,,,,,,,SPECI,436.0
KFBR 021818Z AUTO 29029G42KT 10SM BKN060 BKN090 11/M04 A2960 RMK AO2,KFBR,2018-04-02T18:18:00Z,41.4,-110.4,11.0,-4.0,290,29,42,10.0,29.601377,,,TRUE,TRUE,,,,,,,BKN,6000,BKN,9000,,,,,VFR,,,,,,,,,,,,SPECI,2144.0
KBYG 021818Z AUTO 35006KT 3/4SM -SN BR BKN003 OVC009 00/M02 A2952 RMK AO2 P0002 T00001017,KBYG,2018-04-02T18:18:00Z,44.38,-106.72,0.0,-1.7,350,6,,0.75,29.518702,,,TRUE,TRUE,,,,,,-SN BR,BKN,300,OVC,900,,,,,LIFR,,,,,,0.02,,,,,,SPECI,1497.0
FAPE 021818Z 24025G36KT 9999 SCT008 21/19 Q1011 TEMPO BKN008,FAPE,2018-04-02T18:18:00Z,-33.97,25.6,21.0,19.0,240,25,36,6.21,29.852362,,,,,,,,,,,SCT,800,,,,,,,VFR,,,,,,,,,,,,SPECI,60.0
KOTH 021818Z 26006KT 10SM SCT023 SCT036 BKN050 07/03 A3022 RMK AO2 RAE08 P0000,KOTH,2018-04-02T18:18:00Z,43.42,-124.25,7.0,3.0,260,6,,10.0,30.221457,,,,TRUE,,,,,,,SCT,2300,SCT,3600,BKN,5000,,,VFR,,,,,,0.005,,,,,,METAR,4.0
K2W6 021817Z AUTO 34003KT 10SM OVC022 07/02 A3012 RMK AO1,K2W6,2018-04-02T18:17:00Z,38.32,-76.55,7.0,2.0,340,3,,10.0,30.121063,,,TRUE,TRUE,,,,,,,OVC,2200,,,,,,,MVFR,,,,,,,,,,,,SPECI,44.0
KLWA 021817Z AUTO 29008KT 10SM CLR 04/M05 A3008 RMK AO2 T00391046,KLWA,2018-04-02T18:17:00Z,42.35,-86.25,3.9,-4.6,290,8,,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,203.0
KSJX 021817Z AUTO 25011G17KT 10SM CLR M01/M07 A3003 RMK AO2 T10061072,KSJX,2018-04-02T18:17:00Z,45.7,-85.57,-0.6,-7.2,250,11,17,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,204.0
KHLN 021817Z 34007KT 4SM -SN FEW020 BKN030 OVC043 M06/M12 A2975 RMK AO2 SNB1757 P0000 T10611117,KHLN,2018-04-02T18:17:00Z,46.6,-111.98,-6.1,-11.7,340,7,,4.0,29.749016,,,,TRUE,,,,,,-SN,FEW,2000,BKN,3000,OVC,4300,,,MVFR,,,,,,0.005,,,,,,METAR,1182.0
YBHM 021817Z AUTO 13036KT 9999 // SCT020 BKN043 BKN055 25/23 Q1005,YBHM,2018-04-02T18:17:00Z,-20.35,148.95,25.0,23.0,130,36,,6.21,29.675198,,,TRUE,,,,,,,,SCT,2000,BKN,4300,BKN,5500,,,VFR,,,,,,,,,,,,SPECI,5.0
CYPX 021817Z AUTO 25012KT 5SM -SN BKN016 BKN240 M20/M22 A2974 RMK SLP075,CYPX,2018-04-02T18:17:00Z,60.03,-77.27,-20.0,-22.0,250,12,,5.0,29.740158,1007.5,,TRUE,,,,,,,-SN,BKN,1600,BKN,24000,,,,,MVFR,,,,,,,,,,,,SPECI,23.0
KHZX 021817Z AUTO 00000KT 10SM SCT050 SCT080 00/M08 A2991 RMK AO2,KHZX,2018-04-02T18:17:00Z,46.62,-93.32,0.0,-8.0,0,0,,10.0,29.911417,,,TRUE,TRUE,,,,,,,SCT,5000,SCT,8000,,,,,VFR,,,,,,,,,,,,METAR,374.0
KUNO 021817Z AUTO 14006KT 2 1/2SM BR OVC003 03/02 A2993 RMK AO2 T00280022,KUNO,2018-04-02T18:17:00Z,36.88,-91.9,2.8,2.2,140,6,,2.5,29.929134,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,372.0
KFFO 021816Z VRB03KT 10SM SCT032 06/M02 A3009 RMK AO2A SLP199,KFFO,2018-04-02T18:16:00Z,39.82,-84.03,6.0,-2.0,0,3,,10.0,30.088583,1019.9,,,TRUE,,,,,,,SCT,3200,,,,,,,VFR,,,,,,,,,,,,SPECI,251.0
K21D 021816Z AUTO 17011KT 1 1/2SM -SN BKN009 BKN014 OVC032 00/M03 A2996 RMK AO2,K21D,2018-04-02T18:16:00Z,45.0,-92.85,0.0,-3.0,170,11,,1.5,29.958662,,,TRUE,TRUE,,,,,,-SN,BKN,900,BKN,1400,OVC,3200,,,IFR,,,,,,,,,,,,SPECI,285.0
KMGG 021816Z AUTO 16006KT 1/2SM SN OVC007 M01/M02 A2993 RMK AO2 T10101025,KMGG,2018-04-02T18:16:00Z,45.23,-93.98,-1.0,-2.5,160,6,,0.5,29.929134,,,TRUE,TRUE,,,,,,SN,OVC,700,,,,,,,LIFR,,,,,,,,,,,,METAR,313.0
KTYR 021816Z VRB04KT 10SM FEW014 SCT020 OVC048 20/13 A2989 RMK AO2 T02000133,KTYR,2018-04-02T18:16:00Z,32.37,-95.4,20.0,13.3,0,4,,10.0,29.890747,,,,TRUE,,,,,,,FEW,1400,SCT,2000,OVC,4800,,,VFR,,,,,,,,,,,,METAR,165.0
KJES 021816Z AUTO 22008KT 10SM SCT049 28/13 A3003 RMK AO2,KJES,2018-04-02T18:16:00Z,31.55,-81.88,28.0,13.0,220,8,,10.0,30.029528,,,TRUE,TRUE,,,,,,,SCT,4900,,,,,,,VFR,,,,,,,,,,,,METAR,33.0
K40B 021816Z AUTO VRB04G14KT 01/M16 A2998 RMK AO1 SLP182 T00111156 10016 21065 57013,K40B,2018-04-02T18:16:00Z,46.62,-69.52,1.1,-15.6,0,4,14,,29.97933,1018.2,,TRUE,TRUE,,,,,,,,,,,,,,,,-1.3,1.6,-6.5,,,,,,,,,METAR,314.0
K14Y 021816Z AUTO 05005KT 1 1/4SM -SN SCT013 SCT018 M03/M05 A2989 RMK AO2,K14Y,2018-04-02T18:16:00Z,45.9,-94.87,-3.0,-5.0,50,5,,1.25,29.890747,,,TRUE,TRUE,,,,,,-SN,SCT,1300,SCT,1800,,,,,IFR,,,,,,,,,,,,SPECI,406.0
K4I3 021816Z AUTO 07005KT 10SM BKN020 06/01 A3010 RMK AO2,K4I3,2018-04-02T18:16:00Z,40.33,-82.53,6.0,1.0,70,5,,10.0,30.100393,,,TRUE,TRUE,,,,,,,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,SPECI,363.0
KHAI 021816Z AUTO 21009KT 10SM CLR 05/M07 A3008 RMK AO2 T00511072,KHAI,2018-04-02T18:16:00Z,41.97,-85.6,5.1,-7.2,210,9,,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,251.0
KJMR 021816Z AUTO 00000KT 10SM SCT016 00/M07 A2995 RMK AO2,KJMR,2018-04-02T18:16:00Z,45.88,-93.27,0.0,-7.0,0,0,,10.0,29.949802,,,TRUE,TRUE,,,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,SPECI,309.0
KLPC 021816Z AUTO 35004KT 10SM OVC016 16/11 A2993 RMK AO2,KLPC,2018-04-02T18:16:00Z,34.67,-120.47,16.0,11.0,350,4,,10.0,29.929134,,,TRUE,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,,,,,,,,,,,,SPECI,27.0
KMOP 021816Z AUTO 22007G15KT 200V270 10SM CLR 06/M08 A3005 RMK AO2 T00561082,KMOP,2018-04-02T18:16:00Z,43.62,-84.73,5.6,-8.2,220,7,15,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,230.0
KMQJ 021816Z AUTO 13005KT 10SM SCT025 05/01 A3008 RMK AO1,KMQJ,2018-04-02T18:16:00Z,39.85,-85.9,5.0,1.0,130,5,,10.0,30.079725,,,TRUE,TRUE,,,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,METAR,263.0
KONA 021816Z AUTO 21007G17KT 7SM -SN SCT016 BKN032 OVC047 01/M07 A2996 RMK AO2,KONA,2018-04-02T18:16:00Z,44.07,-91.7,1.0,-7.0,210,7,17,7.0,29.958662,,,TRUE,TRUE,,,,,,-SN,SCT,1600,BKN,3200,OVC,4700,,,VFR,,,,,,,,,,,,SPECI,200.0
KOWX 021816Z AUTO 17004KT 10SM CLR 02/M07 A3014 RMK AO1,KOWX,2018-04-02T18:16:00Z,41.03,-83.98,2.0,-7.0,170,4,,10.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,233.0
KYKN 021816Z AUTO 14022G28KT 10SM BKN022 01/M05 A2967 RMK AO2 PK WND 15029/1759 FZRANO,KYKN,2018-04-02T18:16:00Z,42.92,-97.37,1.0,-5.0,140,22,28,10.0,29.66929,,,TRUE,TRUE,,,,TRUE,,,BKN,2200,,,,,,,MVFR,,,,,,,,,,,,SPECI,398.0
K5R8 021816Z AUTO 17006KT 10SM SCT034 SCT043 BKN055 26/19 A2994 RMK AO2,K5R8,2018-04-02T18:16:00Z,30.43,-93.47,26.0,19.0,170,6,,10.0,29.940945,,,TRUE,TRUE,,,,,,,SCT,3400,SCT,4300,BKN,5500,,,VFR,,,,,,,,,,,,METAR,24.0
KVIH 021816Z AUTO 12008KT 2SM BR OVC003 00/00 A2993 RMK AO2 T00000000,KVIH,2018-04-02T18:16:00Z,38.13,-91.77,0.0,0.0,120,8,,2.0,29.929134,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,333.0
KEWB 021816Z 03004KT 10SM OVC010 03/00 A3009 RMK AO2 T00330000,KEWB,2018-04-02T18:16:00Z,41.68,-70.95,3.3,0.0,30,4,,10.0,30.088583,,,,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,23.0
KGOK 021816Z AUTO 16008KT 10SM OVC016 05/01 A2983 RMK AO2 T00500006,KGOK,2018-04-02T18:16:00Z,35.85,-97.4,5.0,0.6,160,8,,10.0,29.828741,,,TRUE,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,324.0
KPRO 021815Z AUTO 15011G21KT 10SM BKN033 OVC041 03/M04 A2987 RMK AO2 T00341038,KPRO,2018-04-02T18:15:00Z,41.83,-94.17,3.4,-3.8,150,11,21,10.0,29.870079,,,TRUE,TRUE,,,,,,,BKN,3300,OVC,4100,,,,,VFR,,,,,,,,,,,,SPECI,308.0
KHBV 021815Z AUTO 19014G24KT 10SM CLR 30/15 A2976 RMK AO2 T03040149,KHBV,2018-04-02T18:15:00Z,27.35,-98.73,30.4,14.9,190,14,24,10.0,29.760826,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,202.0
KHBI 021815Z AUTO 26008KT 230V310 10SM CLR 26/03 A2997 RMK AO2 T02580030,KHBI,2018-04-02T18:15:00Z,35.65,-79.9,25.8,3.0,260,8,,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,205.0
KGVT 021815Z AUTO 00000KT 7SM OVC011 11/08 A2991 RMK AO2,KGVT,2018-04-02T18:15:00Z,33.07,-96.07,11.0,8.0,0,0,,7.0,29.911417,,,TRUE,TRUE,,,,,,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,SPECI,163.0
KDMW 021815Z AUTO 36005KT 10SM OVC014 07/03 A3010 RMK AO2,KDMW,2018-04-02T18:15:00Z,39.6,-77.0,7.0,3.0,360,5,,10.0,30.100393,,,TRUE,TRUE,,,,,,,OVC,1400,,,,,,,MVFR,,,,,,,,,,,,SPECI,241.0
KCTZ 021815Z AUTO 23009KT 10SM CLR 28/09 A2996 RMK AO2 T02840093,KCTZ,2018-04-02T18:15:00Z,34.98,-78.37,28.4,9.3,230,9,,10.0,29.958662,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,45.0
KCTJ 021815Z AUTO 21004KT 10SM CLR 25/03 A3003 RMK AO2 T02490028,KCTJ,2018-04-02T18:15:00Z,33.63,-85.15,24.9,2.8,210,4,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,354.0
KCPC 021815Z AUTO 20008G15KT 10SM CLR 27/10 A2997 RMK AO2 T02740095,KCPC,2018-04-02T18:15:00Z,34.28,-78.72,27.4,9.5,200,8,15,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,29.0
KCHK 021815Z AUTO 17009KT 10SM OVC013 06/02 A2981 RMK AO2 T00630022,KCHK,2018-04-02T18:15:00Z,35.1,-97.97,6.3,2.2,170,9,,10.0,29.811024,,,TRUE,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,SPECI,351.0
KCGE 021815Z AUTO 03009KT 10SM OVC023 08/03 A3011 RMK A01,KCGE,2018-04-02T18:15:00Z,38.53,-76.03,8.0,3.0,30,9,,10.0,30.109253,,,TRUE,TRUE,,,,,,,OVC,2300,,,,,,,MVFR,,,,,,,,,,,,SPECI,6.0
KBYL 021815Z AUTO 00000KT 10SM OVC010 10/08 A3002 RMK AO1,KBYL,2018-04-02T18:15:00Z,36.8,-84.2,10.0,8.0,0,0,,10.0,30.02067,,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,SPECI,359.0
KBWP 021815Z AUTO 07011KT 2 1/2SM OVC010 M01/M04 A2984 RMK AO1,KBWP,2018-04-02T18:15:00Z,46.25,-96.62,-1.0,-4.0,70,11,,2.5,29.840551,,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,IFR,,,,,,,,,,,,SPECI,295.0
KAFP 021815Z AUTO 22008KT 180V250 10SM CLR 28/06 A2995 RMK AO2 T02810055,KAFP,2018-04-02T18:15:00Z,35.02,-80.08,28.1,5.5,220,8,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,92.0
KACJ 021815Z AUTO 23009KT 10SM CLR 25/05 A3004 RMK AO2,KACJ,2018-04-02T18:15:00Z,32.12,-84.18,25.0,5.0,230,9,,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,143.0
KW99 021815Z AUTO 00000KT 10SM OVC013 05/03 A3009 RMK AO2 T00530027,KW99,2018-04-02T18:15:00Z,39.0,-79.15,5.3,2.7,0,0,,10.0,30.088583,,,TRUE,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,SPECI,293.0
KW29 021815Z AUTO 01007KT 350V060 7SM OVC013 05/02 A3014 RMK AO2,KW29,2018-04-02T18:15:00Z,38.98,-76.33,5.0,2.0,10,7,,7.0,30.138779,,,TRUE,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,SPECI,15.0
KSUT 021815Z AUTO 23005KT 10SM CLR 21/15 A3002 RMK AO2 T02100151,KSUT,2018-04-02T18:15:00Z,33.93,-78.08,21.0,15.1,230,5,,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,8.0
KFME 021815Z AUTO 05003KT 10SM OVC019 06/02 A3014 RMK AO1,KFME,2018-04-02T18:15:00Z,39.08,-76.77,6.0,2.0,50,3,,10.0,30.138779,,,TRUE,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,SPECI,46.0
KLRO 021815Z AUTO 18009KT 10SM CLR 26/16 A3001 RMK AO2,KLRO,2018-04-02T18:15:00Z,32.9,-79.78,26.0,16.0,180,9,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,4.0
KLNP 021815Z AUTO 03003KT 7SM OVC003 09/09 A3002 RMK AO2,KLNP,2018-04-02T18:15:00Z,36.97,-82.52,9.0,9.0,30,3,,7.0,30.02067,,,TRUE,TRUE,,,,,,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,SPECI,817.0
KIYA 021815Z AUTO 16012G16KT 10SM SCT025 BKN044 OVC055 27/20 A2998 RMK AO2 T02680199,KIYA,2018-04-02T18:15:00Z,29.98,-92.08,26.8,19.9,160,12,16,10.0,29.97933,,,TRUE,TRUE,,,,,,,SCT,2500,BKN,4400,OVC,5500,,,VFR,,,,,,,,,,,,SPECI,5.0
KHVS 021815Z AUTO 22007G15KT 147V247 10SM CLR 28/06 A2996 RMK AO2,KHVS,2018-04-02T18:15:00Z,34.4,-80.12,28.0,6.0,220,7,15,10.0,29.958662,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,111.0
K11R 021815Z AUTO 19012G19KT 10SM BKN038 28/18 A2986 RMK AO2 T02760183,K11R,2018-04-02T18:15:00Z,30.22,-96.37,27.6,18.3,190,12,19,10.0,29.861221,,,TRUE,TRUE,,,,,,,BKN,3800,,,,,,,VFR,,,,,,,,,,,,METAR,94.0
K0A9 021815Z AUTO 00000KT 10SM OVC036 16/10 A3001 RMK AO2,K0A9,2018-04-02T18:15:00Z,36.37,-82.17,16.0,10.0,0,0,,10.0,30.008858,,,TRUE,TRUE,,,,,,,OVC,3600,,,,,,,VFR,,,,,,,,,,,,METAR,486.0
K05U 021815Z AUTO 26023G30KT 10SM CLR 14/M05 A2979 RMK A01,K05U,2018-04-02T18:15:00Z,39.6,-116.0,14.0,-5.0,260,23,30,10.0,29.790354,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1816.0
PAAD 021815Z AUTO 26011KT 10SM SCT003 M21/M23 A3076 RMK AO2 T12111235,PAAD,2018-04-02T18:15:00Z,70.13,-146.28,-21.1,-23.5,260,11,,10.0,30.758858,,,TRUE,TRUE,,,,,,,SCT,300,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
KAXH 021815Z AUTO 18009KT 10SM BKN037 BKN046 27/20 A2990 RMK AO2 T02720198,KAXH,2018-04-02T18:15:00Z,29.52,-95.48,27.2,19.8,180,9,,10.0,29.899607,,,TRUE,TRUE,,,,,,,BKN,3700,BKN,4600,,,,,VFR,,,,,,,,,,,,METAR,21.0
KAVK 021815Z AUTO 19015KT 9SM OVC020 06/M01 A2976 RMK AO2,KAVK,2018-04-02T18:15:00Z,36.77,-98.67,6.0,-1.0,190,15,,9.0,29.760826,,,TRUE,TRUE,,,,,,,OVC,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,449.0
KAUH 021815Z AUTO 16013G18KT 10SM OVC008 M01/M03 A2970 RMK AO2 T10111029,KAUH,2018-04-02T18:15:00Z,40.88,-98.0,-1.1,-2.9,160,13,18,10.0,29.698818,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,550.0
KASJ 021815Z AUTO 35007KT 320V030 10SM CLR 22/11 A2998 RMK AO2 T02170107,KASJ,2018-04-02T18:15:00Z,36.28,-77.17,21.7,10.7,350,7,,10.0,29.97933,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
KARV 021815Z AUTO 19003KT 10SM SCT044 SCT090 SCT120 00/M11 A2993 RMK AO2 T10011111,KARV,2018-04-02T18:15:00Z,45.92,-89.72,-0.1,-11.1,190,3,,10.0,29.929134,,,TRUE,TRUE,,,,,,,SCT,4400,SCT,9000,SCT,12000,,,VFR,,,,,,,,,,,,SPECI,496.0
KAQR 021815Z AUTO 00000KT 10SM OVC006 07/06 A2990 RMK AO2,KAQR,2018-04-02T18:15:00Z,34.4,-96.15,7.0,6.0,0,0,,10.0,29.899607,,,TRUE,TRUE,,,,,,,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,189.0
KAPY 021815Z AUTO 15015G20KT 10SM CLR 32/15 A2972 RMK AO2 T03300150,KAPY,2018-04-02T18:15:00Z,26.97,-99.25,33.0,15.0,150,15,20,10.0,29.719488,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,129.0
KAIG 021815Z AUTO 20003KT 10SM CLR M01/M11 A2998 RMK AO2 T10151107 PWINO,KAIG,2018-04-02T18:15:00Z,45.15,-89.12,-1.5,-10.7,200,3,,10.0,29.97933,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,464.0
KAHQ 021815Z AUTO 15014KT 10SM OVC012 00/M05 A2978 RMK AO2 T10011050,KAHQ,2018-04-02T18:15:00Z,41.23,-96.6,-0.1,-5.0,150,14,,10.0,29.778543,,,TRUE,TRUE,,,,,,,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,SPECI,374.0
KADH 021815Z AUTO 00000KT 10SM OVC010 05/03 A2987 RMK AO2,KADH,2018-04-02T18:15:00Z,34.8,-96.67,5.0,3.0,0,0,,10.0,29.870079,,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,308.0
KACP 021815Z AUTO 17006KT 130V190 10SM BKN031 BKN065 26/18 A2995 RMK AO2 T02620181,KACP,2018-04-02T18:15:00Z,30.75,-92.68,26.2,18.1,170,6,,10.0,29.949802,,,TRUE,TRUE,,,,,,,BKN,3100,BKN,6500,,,,,VFR,,,,,,,,,,,,METAR,33.0
KAAA 021815Z AUTO 09008KT 10SM CLR 00/M04 A3005 RMK AO2 T00001042,KAAA,2018-04-02T18:15:00Z,40.17,-89.33,0.0,-4.2,90,8,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,182.0
KA08 021815Z AUTO 10SM SCT029 SCT035 22/15 A3001 RMK AO2 T02190152,KA08,2018-04-02T18:15:00Z,32.52,-87.38,21.9,15.2,,,,10.0,30.008858,,,TRUE,TRUE,,,,,,,SCT,2900,SCT,3500,,,,,VFR,,,,,,,,,,,,METAR,69.0
K9V9 021815Z AUTO 14006G14KT 10SM CLR 08/M03 A2955 RMK AO2 T00781032,K9V9,2018-04-02T18:15:00Z,43.77,-99.32,7.8,-3.2,140,6,14,10.0,29.551182,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,519.0
K9A5 021815Z AUTO 22007KT 10SM SCT050 24/10 A2998 RMK AO2 T02440103,K9A5,2018-04-02T18:15:00Z,34.68,-85.28,24.4,10.3,220,7,,10.0,29.97933,,,TRUE,TRUE,,,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,237.0
K8A3 021815Z AUTO 02005KT 5SM BR OVC003 08/08 A3000 RMK A01,K8A3,2018-04-02T18:15:00Z,36.42,-85.32,8.0,8.0,20,5,,5.0,30.0,,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,419.0
K8A0 021815Z AUTO 23004KT 10SM CLR 22/15 A2999 RMK AO2,K8A0,2018-04-02T18:15:00Z,34.23,-86.25,22.0,15.0,230,4,,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,315.0
K82C 021815Z AUTO 14005KT 10SM SCT110 03/M08 A2998 RMK AO2 T00251084,K82C,2018-04-02T18:15:00Z,43.83,-90.13,2.5,-8.4,140,5,,10.0,29.97933,,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,276.0
K7W6 021815Z AUTO 19009G14KT 10SM CLR 24/15 A2996 RMK AO2 T02420151,K7W6,2018-04-02T18:15:00Z,35.55,-75.95,24.2,15.1,190,9,14,10.0,29.958662,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
K74V 021815Z AUTO 26024G33KT 5SM HZ CLR 19/M08 A2959 RMK AO2,K74V,2018-04-02T18:15:00Z,40.28,-110.05,19.0,-8.0,260,24,33,5.0,29.589567,,,TRUE,TRUE,,,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,1576.0
K6S0 021815Z AUTO 01020KT 1/4SM FZFG BKN003 BKN007 OVC014 M05/M06 A2960 RMK A01,K6S0,2018-04-02T18:15:00Z,45.8,-109.97,-5.0,-6.0,10,20,,0.25,29.601377,,,TRUE,TRUE,,,,,,FZFG,BKN,300,BKN,700,OVC,1400,,,LIFR,,,,,,,,,,,,METAR,1363.0
K6R3 021815Z AUTO 20011G15KT 7SM SCT034 SCT049 29/17 A2990 RMK AO2 T02890165,K6R3,2018-04-02T18:15:00Z,30.35,-95.0,28.9,16.5,200,11,15,7.0,29.899607,,,TRUE,TRUE,,,,,,,SCT,3400,SCT,4900,,,,,VFR,,,,,,,,,,,,METAR,46.0
K6P9 021815Z AUTO 00000KT 1 1/4SM BR OVC002 06/06 A2989 RMK AO2 T00620062,K6P9,2018-04-02T18:15:00Z,32.43,-98.6,6.2,6.2,0,0,,1.25,29.890747,,,TRUE,TRUE,,,,,,BR,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,449.0
K65S 021815Z AUTO 00000KT 7SM M02/M05 A2984 RMK AO2,K65S,2018-04-02T18:15:00Z,48.73,-116.3,-2.0,-5.0,0,0,,7.0,29.840551,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,713.0
